Actual,Forecast
1596552.0,511629.22
20327.0,654745.6
19919.0,28449.598
30911.0,28056.553
44459.0,38597.457
54849.0,51451.51
60089.0,61206.12
63964.0,66091.72
77078.0,69689.984
92372.0,81775.1
119056.0,95689.2
124825.0,119502.16
129633.0,124573.09
140333.0,128778.28
175647.0,138068.4
187359.0,168060.08
15486.0,177780.66
31457.0,23777.098
212121.0,39118.438
86584.0,197962.56
3375812.0,90446.22
58098.0,357060.7
62861.0,64238.08
425078.0,68667.03
303631.0,351129.38
396.0,268221.1
1015.0,9087.466
1092.0,9693.757
1133.0,9769.155
1270.0,9809.31
2915.0,9943.434
3523.0,11552.773
3951.0,12147.026
3071.0,12565.166
5698.0,11705.278
20756.0,14270.328
20806.0,28862.742
25228.0,28910.87
4774.0,33160.2
48184.0,13368.7705
15091.0,54959.02
35913.0,23394.982
13201.0,43360.996
8369.0,21564.861
7996.0,16872.477
6955.0,16509.45
13461.0,15495.664
3558134.0,21816.805
2299894.0,321898.62
1753542.0,573456.1
401651.0,646589.7
668392.0,336039.28
304239.0,483359.97
16528.0,268665.3
286604.0,24784.469
209151.0,255660.58
174726.0,195568.33
135254.0,167290.9
61780.0,133670.38
67546.0,67663.47
80884.0,73005.09
92759.0,85255.805
132272.0,96038.77
132765.0,131078.33
302037.0,131507.39
134907.0,267055.1
843778.0,133369.16
36029.0,552657.9
324725.0,43471.223
242252.0,283459.56
74825.0,221845.5
50310.0,79709.0
7393.0,56955.72
9026.0,15922.327
9090.0,17511.635
14221.0,17573.875
14742.0,22552.922
18765.0,23057.266
19419.0,26944.088
21635.0,27574.693
23174.0,29708.74
23887.0,31188.422
43051.0,31873.295
49526.0,50122.723
56624.0,56219.836
441798.0,62863.637
6105.0,361638.88
76249.0,14667.228
4914.0,81015.36
21321.0,13505.423
5800.0,29406.596
550.0,14369.81
1272.0,9238.337
1507.0,9945.396
1604.0,10175.437
1339.0,10270.366
3661.0,10010.987
46469.0,12281.861
33489.0,53345.57
3883.0,41055.152
3159.0,12498.743
30544.0,11791.294
287220.0,38247.145
49203.0,256119.08
64707.0,55916.508
81802.0,70378.516
205978.0,86093.56
53146.0,193002.5
75211.0,59613.402
30773.0,80063.28
72804.0,38465.75
64064.0,77852.086
37404.0,69782.69
43786.0,44776.883
409152.0,50816.57
41606.0,340917.38
78884.0,48757.312
28445.0,83428.23
5632.0,36241.383
4335.0,14205.964
3223690.0,12940.185
2106583.0,387503.5
1725522.0,605438.9
748273.0,648582.44
629047.0,517484.0
7880.0,464916.9
378447.0,16396.521
241370.0,320670.56
178976.0,221156.84
149024.0,170834.5
119475.0,145544.75
118950.0,119871.38
118570.0,119408.72
112987.0,119073.71
371666.0,114137.85
14855.0,316099.5
137.0,23166.623
293.0,8833.689
21086.0,8986.549
18327.0,29180.414
16241.0,26521.568
11600.0,24507.096
8196.0,20012.273
6821.0,16704.115
6207.0,15365.105
4815.0,14766.673
4625.0,13408.794
4085.0,13223.323
3261.0,12696.049
2561.0,11890.985
2556.0,11206.638
1492.0,11201.754
1226.0,10160.749
399.0,9900.354
357.0,9090.405
31130.0,9049.257
16806.0,38806.457
1105889.89355354,25053.078
814488.5454768875,620350.7
20492.712164361437,542504.5
979088.3689724162,28609.207
13947.346434070612,592619.3
501356.3048683902,22287.922
521977.50419324293,397332.47
39532.403674487054,409063.9
24278.922679294454,46794.895
415539.8069614131,32249.555
1259444.862930577,345037.1
462298.01549994363,642573.7
1066634.3771662544,374230.44
860032.8450280115,612718.25
16690.447662706254,558056.25
16009.660720423708,24941.441
386342.99990530254,24283.473
122293.96080471759,325947.7
1966490.3510025993,122351.68
823783.2609459406,624932.75
12681.636953049834,545786.44
11836.600400625146,21061.443
7586.501569714223,20241.854
11804.722507032217,16110.764
11034.697211888473,20210.92
