Actual,Forecast
180125.0,399099.0336521068
255723.0,282588.76927715744
706677.0,179795.54682012764
1300571.0,420388.07397076645
2689569.0,755987.6216600265
28271.0,1228647.8992769532
27582.0,496100.27687249676
27358.0,144971.49593268672
27061.0,58669.325258672005
15356.0,187886.6340446663
13521.0,283645.8456412358
13229.0,142862.3254804329
10966.0,179122.91946101942
6062.0,255072.81547867574
7962.0,117179.78796415564
31549.0,173511.1329661589
6020.0,241872.54590082512
5360.0,146636.48607288796
5150.0,179714.21854894733
3239.0,249111.02781970368
1340.0,115373.99822596689
8396.0,171938.99097960925
32930.0,233439.0961648017
28194.0,147903.86951646005
38690.0,188691.00389289868
664367.0,259207.66316191174
558042.0,341410.69994451816
521898.0,444236.7187001512
36443.0,456541.0470016661
3709579.0,183365.50010159498
2737312.0,1414993.3499684338
1371534.0,1679260.9355330132
258403.0,839745.8042775663
745776.0,262386.18089176284
76529.0,367056.08125184244
252235.0,312936.8282232741
109094.0,294621.07851342764
86408.0,303578.44940477004
78570.0,128130.67958017328
65623.0,210889.12382419617
40588.0,241427.38301788806
184129.0,203141.97815872275
12460.0,252791.71635271763
1111335.0,269146.0402016529
2127445.0,483158.7324187366
583821.0,1047394.4792068623
3067802.0,661321.8136575226
9208.0,1231106.2311536018
1662.0,521318.55515454133
7022.0,145763.97448288323
6835.0,79881.77594322385
5958.0,154423.59344525257
3762.0,295802.8862778079
561741.0,164682.46264917124
8555.0,362812.8909178226
199009.0,328543.61377532897
6610.0,179208.02486784259
61206.0,178822.1443434368
675767.0,250238.4531194989
552723.0,426110.29170512804
257782.0,452415.56104327826
114704.0,392932.3731904767
148321.0,165678.5564284164
87365.0,201114.2751740293
72662.0,301561.5276511579
42753.0,208782.58897570946
38952.0,188481.66435204065
88016.0,258994.3453589459
33840.0,158048.88868247718
32303.0,182542.3428756105
29669.0,254809.90191393328
29288.0,191318.6250802171
28961.0,181288.93137049832
28877.0,257868.9378182744
27297.0,137262.3425296254
17527.0,169547.71292683738
15025.0,255593.71176471634
14931.0,176499.6826783613
37887.0,171126.44901590695
92883.0,253869.18110805211
3048799.0,158229.31797490362
1956176.0,1213019.0020834848
589659.0,1313616.8410170798
86465.0,539213.964522885
194989.0,129938.19514836828
150339.0,226574.15051056398
62451.0,262629.9624024071
95630.0,227166.14588969643
118728.0,263701.4893887284
785903.0,203389.83703918365
648832.0,445928.75735242397
1091291.0,560987.1380677077
45909.0,589761.5332860743
294676.0,283999.8937348807
40998.0,277742.33258992067
41080.0,206809.87782826112
13240.0,179726.85284755292
11162.0,261402.08193784812
9050.0,159609.7601332573
8543.0,171268.5526293823
8459.0,227810.09941595036
7807.0,171094.11522963058
4108.0,168117.5086144046
1760.0,241222.04363643329
637409.0,149727.81389197035
6608.0,379959.8458614036
17320.0,307835.473226384
38575.0,157530.34124898567
16903.0,162112.92082837128
35243.0,244774.3751042709
32802.0,185643.9606179052
38476.0,172635.46703592458
30287.0,231065.8524707734
29002.0,178188.18794788176
21310.0,172613.53632869537
31428.0,243004.90283215657
25263.0,165919.79880133536
17514.0,166650.38274728393
18713.0,221335.5128989801
21369.0,173377.4285088537
21441.0,167850.32706605096
23330.0,241715.206526732
29465.0,168139.35135176705
72009.0,165630.8683891987
34354.0,238018.589501565
145270.0,180962.85986541567
186024.0,207934.4713570748
538410.0,308024.6865802222
569614.0,355176.02280445327
1029518.0,410442.7688097215
1953667.0,614607.1276149331
3057604.0,939710.8599089696
31473.0,1419240.9581426566
642725.0,568456.119473129
520986.0,235317.17455125757
220736.0,345313.7581614682
95257.0,360541.5285937262
85567.0,266802.2811852563
57046.0,147345.67336222972
39888.0,252105.517943325
34755.0,180585.34253785876
530740.0,173123.6679972272
57111.0,403541.5492332436
9666.0,274132.60518753924
2531.0,131977.51469958964
3521.0,216660.89569297453
3854.0,155747.92536665825
5338.0,175031.56961398612
6243.0,223476.66663818576
6542.0,189984.61325690418
12664.0,133599.23877515283
1032.0,231269.54276962855
7409.0,157440.6317528997
7984.0,161652.81454920082
12594.0,216458.8737306275
17270.0,185788.90829999815
19319.0,141192.8768298633
20717.0,232014.46107398774
22558.0,163596.37195175508
22124.0,170631.05547779746
10738.0,223145.3081772223
23359.0,187941.7312644334
21942.0,136930.010211826
8382.0,230121.2977647556
3315.0,156739.15634902188
7684.0,157239.77347231295
6936.0,210136.65947404492
5520.0,180084.17887618073
23661.0,132613.9617553751
3119.0,226068.94416700574
3006.0,154273.42872936412
2452.0,157023.70577785748
3278319.0,207940.7149527556
2111235.0,1301897.2431518626
904.0,1290743.9323247557
7788.0,393654.2046843617
29661.0,-4060.232899840158
45563.0,84592.65617611943
622611.0,307242.9347350821
211608.0,438871.712011341
598734.0,254935.48205376364
37026.0,414799.5873411494
1110378.0,218662.62216093054
608351.0,512698.3191343975
513130.0,596598.8622659744
492346.0,402757.9337174097
159575.0,312639.7875361089
64313.0,284383.22836434987
200638.0,187199.32782490656
89920.0,218580.00493604044
81461.0,309296.54890354205
67111.0,223134.28594412998
28045.0,136148.3902937105
1770074.0,213234.73876828855
939509.0,768219.9342915805
2790598.0,710473.4440099717
24222.0,1272297.1858868706
513448.0,487998.62044911354
469601.0,166108.71995488845
449360.0,399639.82267073006
187122.0,360150.5169044917
71717.0,317716.72100003343
60153.0,250004.80560279725
52803.0,195051.2038910631
40750.0,135864.1798361764
30022.0,242130.88855781403
28888.0,173439.99858443486
563598.0,183076.74286141898
24111.0,424458.3603796839
13571.0,262917.16977277683
19866.0,103381.72660095789
964.0,215073.12937147368
2313.0,158452.86560699122
2362.0,195031.56628569844
2509.0,224427.6420919055
4041.0,178777.80943800532
20228.0,113423.75496642618
5807.0,222542.102826692
160160.0,160416.7212889743
5762.0,230441.38046128437
49641.0,244027.59169873432
6382.0,187610.37628330954
7069.0,115902.7321632292
7082.0,216021.78181931935
7907.0,162014.4138410262
16700.0,182919.17399168934
17900.0,224725.2223898297
129317.0,181742.37891922396
29004.0,155317.80885115857
27549.0,236423.17307594384
26842.0,162529.49919012043
25360.0,180528.23607460482
21794.0,225789.337332196
19562.0,183463.17596737872
18994.0,116341.41940759686
5838.0,217105.35788450268
15954.0,157186.50072333938
14213.0,179773.60167895188
11767.0,219170.71441847592
10797.0,175938.43788742722
7877.0,111067.71433652617
7721.0,208255.2452965286
7095.0,153591.63268118192
37264.0,171597.9617024986
17054.0,223607.38566541302
62012.0,178738.82340628403
2218.0,127495.07249141046
5491.0,211238.52762076113
2883471.0,149234.57608854142
1885690.0,1158514.61331695
1013262.0,1240931.7367923276
586156.0,676686.1275403289
517551.0,303675.96685675246
188447.0,353533.5615692228
144421.0,308194.9080811315
66891.0,243121.05583827686
54953.0,231862.39130283147
2065.0,183217.9000055199
2742.0,113111.228435556
535634.0,197644.86790929764
431464.0,360835.59331191203
427893.0,394587.2436875339
176228.0,390256.3647362139
79724.0,252964.58549551718
1025.0,126306.56586141582
3437.0,202157.6241326424
502679.0,186494.8632790164
78470.0,352001.58511388913
57097.0,294400.311591681
55958.0,175200.44234055243
24110.0,114423.78038750391
23539.0,207570.90855037438
23438.0,199811.71047411964
21924.0,181182.69573872676
21683.0,204782.94843180617
132905.0,168666.79761206923
18062.0,149070.5433066819
15037.0,221201.14158030157
13425.0,190868.54428311338
11450.0,174123.25271351557
9717.0,198029.75430755474
8193.0,164958.4776050583
6810.0,104218.88054020268
6518.0,197016.6529981832
5805.0,184252.6975822973
17532.0,170054.2237299208
354660.0,197865.1571519386
381466.0,280434.74044738634
1099827.0,276770.1663148635
197779.0,609763.3547416514
599431.0,376410.293312003
2071017.0,351940.0279876484
178201.0,952126.2504931904
1195.0,471806.04034277407
3235262.0,68334.44813963538
1403.0,1233675.3163193902
1494.0,605518.4212781945
2982.0,118024.73513650708
3128.0,98756.75852311269
3988.0,125145.31548480941
1243.0,202699.48474932183
67570.0,172533.95262289164
322087.0,191689.61437874028
339528.0,301270.817982849
465658.0,342594.8220784723
27023.0,346047.1665391013
37046.0,194436.04323481017
50636.0,162696.22267842374
25890.0,190737.8147774161
26542.0,206106.14018329215
21331.0,198832.32886332402
3017046.0,153266.7392653284
20305.0,1185543.2533210504
1123.0,578315.4808753559
1195.0,81461.80233012816
1661.0,102339.93813324478
2327.0,161734.09592798844
2935.0,235278.66638659406
3344.0,128185.98862613505
5876.0,155836.54623507225
6089.0,176501.33809900383
7359.0,189683.05354346265
7702.0,182939.19766202383
8512.0,176035.17313504042
21041.0,137568.5591324513
9338.0,167306.28562806104
13839.0,177234.0254034209
591901.0,185002.64349987512
574014.0,381840.53831441165
197400.0,459473.0302863845
160398.0,249927.91691913182
63347.0,204737.08307561217
77209.0,189051.8170875276
867.0,218711.7187629289
14772.0,191810.14490114077
11513.0,171481.65991836233
51664.0,134091.85126445867
5422.0,174196.07620336598
67336.0,177600.47559518804
7952.0,203380.8112357959
11564.0,187205.67489240997
12636.0,179101.32149326857
17315.0,127876.52711237589
17887.0,159933.8545564272
17948.0,176784.19809503717
18230.0,191192.49928957172
18677.0,183299.8876328681
6097.0,175223.32234717795
25507.0,129967.64970732892
29901.0,160296.80007682744
51465.0,178385.14918468654
52132.0,198676.26216093102
71396.0,196304.12966325576
83485.0,199855.37522316288
264643.0,156838.8891641836
303181.0,248306.04230013356
442574.0,299867.71016572724
27158.0,360949.97157714475
19779.0,224409.72758512874
1084128.0,152598.19488662615
2025461.0,489659.1366523201
3223253.0,991454.82718449
213163.0,1514764.616434999
167563.0,584166.2858362976
5194.0,90054.91686997442
622252.0,115578.7483681587
612737.0,356640.2046014322
713.0,516211.01125087216
1062.0,207420.0343225259
1241.0,127414.0040403562
1299.0,147114.8612549689
11145.0,189216.28166462155
7206.0,159161.20761608245
11070.0,169410.2329131181
10372.0,152020.93587239255
4887.0,170623.9920125867
4062.0,168719.43228968114
4006.0,185770.60680902432
3419.0,147353.591520249
1600.0,175998.93869412856
1473.0,144188.18953981635
12422.0,165323.70475176594
15901.0,168812.87727446732
46669.0,186412.60800695335
18381.0,160097.14048338152
19882.0,176211.12725283028
22172.0,152405.61476837203
23653.0,170980.6337216254
30577.0,171972.4874487415
420940.0,192644.60476472965
292771.0,289291.26967012876
233125.0,324262.96068680607
1384.0,245852.11856670224
79269.0,172320.56453564297
78919.0,170408.9475699835
52088.0,217142.75538668156
17004.0,169880.21953048548
1208.0,173540.11853861896
7330.0,137242.69958226723
193567.0,160450.2058691979
78573.0,227171.10046336902
243224.0,232624.29036739387
688464.0,227309.50472481252
694316.0,425428.4183184004
1154974.0,456246.24051476165
2261094.0,623848.659612734
3665788.0,1047513.1534155826
626.0,1684544.9219199782
14781.0,541100.6206284071
9261.0,-4160.242519587162
7559.0,55269.42533113877
6435.0,193186.22705970006
6342.0,249794.57439966453
6026.0,153670.38593593004
69345.0,130165.4704146021
180821.0,189896.92513148673
216178.0,215986.45178094483
632424.0,271458.3256658689
1105675.0,419190.5969757641
2199420.0,612514.4309332697
3543797.0,1016819.0704925262
385.0,1626282.2792401547
996.0,522202.796038948
1055.0,16525.155219265027
1174.0,108358.55305836641
1499.0,184391.90718074585
2789.0,223482.1207919391
2915.0,140246.40865277973
15050.0,129000.40756299224
18591.0,183554.23981389878
677096.0,198365.59046548136
20867.0,407992.3398784863
469431.0,258762.47694186235
19538.0,289013.70205914427
232479.0,190595.00403316208
88949.0,245068.86655227217
71616.0,263816.65534327086
47155.0,196078.09034662828
330165.0,195131.65695724078
34848.0,251942.64117174063
24376.0,191529.7598000685
24103.0,178519.0176828035
22751.0,194670.87789227173
3100.0,174883.60689598144
40317.0,174733.5970760404
3699.0,153810.54757710008
40019.0,142245.48591257806
34695.0,190719.52999662855
19556.0,215694.1930394181
18368.0,175740.9166147099
7289.0,178487.972994038
9447.0,138289.25805290847
9529.0,137484.46515766872
11438.0,177519.35792153594
13167.0,194701.0163837353
168820.0,169152.65854270337
68934.0,224018.97391262796
169830.0,182061.89937484887
294710.0,195489.8413393544
314879.0,290699.86234744336
378306.0,332667.6104535963
464743.0,324370.64751503686
781331.0,358690.357964011
919763.0,444309.0974092962
1955083.0,531989.338057701
2383839.0,931150.7120706872
16853.0,1221815.5229258093
3756097.0,405405.95430095366
7281.0,1337383.1125974776
4661.0,584317.2813462175
40124.0,47958.412529345136
4168.0,141091.76057329727
3786.0,152688.8129204124
3702.0,262305.60386854317
1693.0,152766.45939490548
1428.0,124196.49819851783
1311.0,148187.09941679938
160993.0,186730.6389047512
147244.0,232283.00820613984
141763.0,267747.27463468927
98197.0,217750.0698001368
85963.0,178292.20836849042
83314.0,185141.67778233674
74326.0,226038.73066826232
71760.0,205613.7588443485
3831.0,238102.49853911184
19489.0,155472.33733626
527.0,132642.99597239992
19861.0,148183.2331157932
19673.0,190787.08565610132
447793.0,182720.84543367126
299158.0,349186.96596042387
105203.0,312336.10595742444
81890.0,192271.64926989755
235941.0,169238.9948739115
47604.0,264303.2036989201
30004.0,222825.72487403353
27941.0,212964.26583869066
22849.0,150942.24155673097
57375.0,135153.10001197757
1071.0,171107.23251988192
30183.0,187422.3180215117
19075.0,180504.36713328224
20643.0,201467.9015553191
23835.0,154729.73439023882
27211.0,138574.3036913625
228545.0,157273.02026952233
57585.0,262320.74918913946
92619.0,220668.28512238545
100042.0,227944.44060685995
18214.0,181397.29958617018
282539.0,139128.494283546
412205.0,243403.2029082491
48763.0,352738.500505743
16300.0,232167.9281663768
4660.0,182636.11077876558
10811.0,131538.3646307707
10058.0,132380.4318083319
9390.0,159135.76333336535
7707.0,178826.6442711344
7361.0,169581.76418277514
4520.0,194294.500195457
3860.0,141712.7234418855
3701.0,126815.51190160008
1513.0,147862.30175147418
1482.0,172161.67116333355
1333.0,165627.33587148399
29474.0,186871.99509090802
986.0,148939.60457779546
578.0,129756.33207146527
12278.0,144841.72325050613
3682.0,173674.2918584203
17844.0,165853.82139703928
356986.0,193511.289459494
3320725.0,260645.4165660373
2068096.0,1308907.0520887214
1676560.0,1286878.3944877803
792673.0,905143.0317561436
745754.0,501856.45159524627
443097.0,423568.0706351893
281102.0,396641.41990486626
262596.0,264778.41715203505
158252.0,255350.7484011338
148772.0,236119.43869010895
149348.0,225712.0068606814
125591.0,251066.58953708815
93094.0,220470.0165218946
79617.0,172096.33917195976
73121.0,178380.54411467945
67688.0,195357.96227615472
62801.0,191770.3945173663
60637.0,213262.23375406177
40071.0,201368.201942761
33654.0,151185.09641289158
16621.0,160489.12561962797
127288.0,171757.17048554483
36744.0,206512.53684575754
23095.0,213657.0544527284
29707.0,172613.68317910525
31045.0,137400.3426924356
43481.0,155423.11337105144
4721.0,182490.41647731763
60996.0,165411.8913695133
91699.0,201315.18052359487
105943.0,208602.57337032538
254235.0,176217.65821724618
22455.0,240900.14930450777
44826.0,196652.86983958393
21724.0,166694.6429744566
2913.0,187993.61887769517
17745.0,164336.95223213173
10658.0,136890.1129962526
9977.0,144558.55261687492
7492.0,163671.16896160843
7110.0,159721.8255903148
487.0,181276.0834784827
1065.0,166650.2405941633
1231.0,128209.76238737025
1381.0,139551.07027973165
1524.0,158047.61095939128
400451.0,156063.23650524725
3172.0,314460.28347924585
20266.0,214732.2734334581
578083.0,120748.10221151276
400775.0,326627.1738122973
133742.0,367404.0770263244
14214.0,245102.20581548644
15515.0,167244.6261706937
23066.0,148400.8337518386
28492.0,144592.56834924768
35176.0,155806.50804303132
46243.0,168192.70449742355
55520.0,172376.92811228437
58905.0,194740.1162112207
64633.0,182502.41566919145
75308.0,156446.40708233407
90967.0,166868.3141720765
99120.0,189639.96102354222
115360.0,196964.79101033142
125802.0,217574.95248591003
5967.0,210754.79285354423
2101273.0,143560.09710334172
239667.0,851272.8052849763
249598.0,511543.5166486304
3627.0,203857.93344559456
440414.0,141583.92844633845
712806.0,275868.8163664581
736291.0,481707.56401618524
1665241.0,463359.314127274
158297.0,781816.8687050731
3440102.0,381514.4882485976
18540.0,1302972.4138877671
17271.0,585852.7765361583
23578.0,46314.71321973915
25257.0,86226.35439684032
42747.0,127021.47113384587
17172.0,256302.375769577
21800.0,164634.09340989613
2822.0,150408.0148698663
13483.0,158480.047078986
9171.0,142725.6461209593
8469.0,145407.16811979978
6462.0,180785.27714439054
6379.0,160721.4970886175
4553.0,155488.67251294444
4183.0,153947.9807596568
490.0,144818.51600933098
988.0,136961.38234417772
